,class_,Address_1,Address_2,use_p,research_date,research,phone_num,C_ad1,C_ad,temp_data,weather_data,rain_data,oz_data
271,만가대,37.7172287474,127.0805864642,150,2016-09-09,부적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
272,신정,37.7334766645,127.0319185426,190,2016-09-09,부적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
273,천보산,37.7615324624,127.0529210782,70,2016-09-07,적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
274,본자일,37.7736718811,127.1123019985,260,2016-09-07,적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
275,기념비,37.7715460116,127.1080129526,150,2016-09-07,부적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
276,수락산계곡,37.7180350606,127.0708558837,150,2016-09-07,적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
277,바위샘,37.7098706248,127.0534105304,80,2016-09-07,부적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
278,북부출장소,37.7088219386,127.0446276031,60,2016-09-08,부적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
279,영산법화사,37.7111311913,127.0221602572,60,2016-09-09,부적합,031-828-4433,경기도 의정부시청,경기도 의정부시,11,"구름많음, 어제보다 1˚ 높아요",30,0.004ppm
280,초암약수터,37.2848859,127.4260779,200,2018-10-23,적합,031-644-4234,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
281,호암약수터,37.2897056,127.4237592,240,2018-10-23,적합,031-644-4235,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
282,구암약수터,37.2897056,127.4237592,320,2018-10-23,적합,031-644-4235,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
283,청구약수터,37.2897056,127.4237592,220,2018-10-23,적합,031-644-4234,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
284,신송약수터,37.2858099,127.4656864,70,2018-10-23,부적합,031-644-4235,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
285,향교약수터,37.2872394,127.435541,90,2018-10-23,적합,031-644-4235,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
286,물명당약수터,37.2837104,127.4837945,50,2018-10-23,부적합,031-644-4235,이천시 이천시청(수도과),경기도 이천시,12,"구름많음, 어제보다 0˚ 높아요",30,0.002ppm
287,감사교육원,37.7810728,126.9317989,200,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
288,묘지,37.7960411,126.851728,250,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
289,도토리,37.8755863,126.8268451,220,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
290,대능,37.8445779,126.881355,250,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
291,율곡,37.868734,126.871901,100,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
292,천현,37.8491705875,126.8823088,200,2019-02-18,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
293,시청,37.7600413844,126.7798768306,230,2018-06-25,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
294,안용주골,37.8365182,126.8319515,50,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
295,두포,37.904395,126.827646,50,2019-02-18,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
296,새일,37.8775942,126.8112714,60,2019-02-22,적합,031-940-5483,파주시,경기도 파주시,12,"구름많음, 어제보다 2˚ 높아요",30,0.003ppm
297,사자골 약수터,37.071135,127.0700091,300,2020-03-03,적합,031-8024-5165,평택시 상하수도사업소,경기도 평택시,14,"구름많음, 어제보다 2˚ 높아요",30,0.004ppm
298,체육공원,37.892804,127.2107113,100,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
299,옻우물,37.82492388,127.136418,80,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
300,무렛골(상),37.91735462,127.1878961,60,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
301,무렛골(하),37.90594741,127.1943894,30,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
302,호병골,37.90053105,127.1928792,100,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
303,능원,38.00423148,127.266625,30,2019-05-02,부적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
304,관음산,38.01776555,127.3193691,80,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
305,청계,37.92953755,127.3380067,100,2019-05-02,적합,031-538-3411,상하수과,경기도 포천시,9,"맑음, 어제보다 0˚ 높아요",30,0.006ppm
306,참새골약수터,37.506076,127.1680769,50,2019-05-15,적합,031-790-6443,경기도 하남시청,경기도 하남시,12,"구름많음, 어제보다 1˚ 높아요",30,0.003ppm
307,선법사약수터,37.5184763,127.2060014,80,2019-05-15,적합,031-790-6443,경기도 하남시청,경기도 하남시,12,"구름많음, 어제보다 1˚ 높아요",30,0.003ppm
308,은고개약수터,37.481686803,127.2388772439,80,2019-05-15,적합,031-790-6443,경기도 하남시청,경기도 하남시,12,"구름많음, 어제보다 1˚ 높아요",30,0.003ppm
309,곱돌광산약수터,37.5278183,127.2388613979,150,2019-05-15,적합,031-790-6443,경기도 하남시청,경기도 하남시,12,"구름많음, 어제보다 1˚ 높아요",30,0.003ppm
310,이장천약수터,37.4806033,127.1650379,100,2019-05-15,적합,031-790-6443,경기도 하남시청,경기도 하남시,12,"구름많음, 어제보다 1˚ 높아요",30,0.003ppm
311,일장천약수터,37.4825734,127.1648396,80,2019-05-15,적합,031-790-6443,경기도 하남시청,경기도 하남시,12,"구름많음, 어제보다 1˚ 높아요",30,0.003ppm
312,독지리,37.151271,126.420509,10,2019-03-08,적합,031-369-3279,맑은물운영과,경기도 화성시,14,"흐림, 어제보다 1˚ 높아요",30,0.002ppm
313,매봉산4,37.131297,126.450052,10,2019-03-08,적합,031-369-3279,맑은물운영과,경기도 화성시,14,"흐림, 어제보다 1˚ 높아요",30,0.002ppm
314,매봉산2,37.131911,126.443065,10,2019-03-08,적합,031-369-3279,맑은물운영과,경기도 화성시,14,"흐림, 어제보다 1˚ 높아요",30,0.002ppm
315,매봉산1,37.131408,126.443133,10,2019-03-08,적합,031-369-3279,맑은물운영과,경기도 화성시,14,"흐림, 어제보다 1˚ 높아요",30,0.002ppm
316,보금산,37.023799,126.471303,5,2019-03-08,부적합,031-369-3279,맑은물운영과,경기도 화성시,14,"흐림, 어제보다 1˚ 높아요",30,0.002ppm
317,만의사,37.123155,127.085914,30,2019-03-08,적합,031-369-3279,맑은물운영과,경기도 화성시,14,"흐림, 어제보다 1˚ 높아요",30,0.002ppm
318,독봉산약수터,34.8811225335,128.6314085679,30,2019-06-28,적합,055-639-4895,경상남도 거제시청,경상남도 거제시,16,"비, 어제보다 2˚ 낮아요",60,0.013ppm
319,선창샘약수터,34.8373035146,128.5049516124,20,2019-06-28,적합,055-639-4895,경상남도 거제시청,경상남도 거제시,16,"비, 어제보다 2˚ 낮아요",60,0.013ppm
320,참샘약수터,34.9403975189,128.6551019446,10,2019-06-28,적합,055-639-4895,경상남도 거제시청,경상남도 거제시,16,"비, 어제보다 2˚ 낮아요",60,0.013ppm
321,힐사이드약수터,34.9022394967,128.6965542903,40,2019-06-28,적합,055-639-4895,경상남도 거제시청,경상남도 거제시,16,"비, 어제보다 2˚ 낮아요",60,0.013ppm
322,일운약수터,34.8192353326,128.7095121735,50,2019-06-28,적합,055-639-4895,경상남도 거제시청,경상남도 거제시,16,"비, 어제보다 2˚ 낮아요",60,0.013ppm
323,앵산약수터,34.9397268851,128.6292457431,20,2019-06-28,적합,055-639-4895,경상남도 거제시청,경상남도 거제시,16,"비, 어제보다 2˚ 낮아요",60,0.013ppm
324,물망골,35.2502267509,128.877750082,80,2019-06-03,적합,055-330-3885,김해시 상하수도사업소,경상남도 김해시,14,"비, 어제보다 1˚ 낮아요",60,0.018ppm
325,남재골,35.2493725,128.8836675,60,2019-06-03,부적합,055-330-3885,김해시 상하수도사업소,경상남도 김해시,14,"비, 어제보다 1˚ 낮아요",60,0.018ppm
326,서재골(상),35.2461282047,128.883776578,95,2019-06-03,적합,055-330-3885,김해시 상하수도사업소,경상남도 김해시,14,"비, 어제보다 1˚ 낮아요",60,0.018ppm
327,광장,35.2693926,128.9101335,150,2019-06-03,부적합,055-330-3885,김해시 상하수도사업소,경상남도 김해시,14,"비, 어제보다 1˚ 낮아요",60,0.018ppm
328,경운사(하),35.2383610875,128.8514788,100,2019-06-03,적합,055-330-3885,김해시 상하수도사업소,경상남도 김해시,14,"비, 어제보다 1˚ 낮아요",60,0.018ppm
329,경운사(상),35.2407381,128.8506948,70,2019-06-03,부적합,055-330-3885,김해시 상하수도사업소,경상남도 김해시,14,"비, 어제보다 1˚ 낮아요",60,0.018ppm
330,봉명산,35.0892932983,127.9085661825,100,2018-11-29,적합,055-831-3283,건설수도과,경상남도 사천시,15,"비, 어제보다 2˚ 낮아요",60,0.018ppm
331,대방,34.942972,128.057757,200,2018-12-18,적합,055-831-3283,건설수도과,경상남도 사천시,15,"비, 어제보다 2˚ 낮아요",60,0.018ppm
332,각산,34.9443543341,128.0666655204,400,2018-12-18,적합,055-831-3283,건설수도과,경상남도 사천시,15,"비, 어제보다 2˚ 낮아요",60,0.018ppm
333,계양,34.984762,128.1385165835,250,2018-12-18,적합,055-831-3283,건설수도과,경상남도 사천시,15,"비, 어제보다 2˚ 낮아요",60,0.018ppm
334,수양,35.0836298755,128.0936007102,200,2018-12-18,적합,055-831-3283,건설수도과,경상남도 사천시,15,"비, 어제보다 2˚ 낮아요",60,0.018ppm
335,중탑,35.1067012984,128.058103,200,2018-12-18,적합,055-831-3283,건설수도과,경상남도 사천시,15,"비, 어제보다 2˚ 낮아요",60,0.018ppm
336,청계약수터,35.32923375,127.9030773,50,2018-11-16,적합,055-970-7003,경상남도 산청군청,경상남도 산청군,13,"비, 어제보다 3˚ 높아요",60,0.009ppm
337,금강도약수터,35.41175559,127.879339,120,2018-11-16,적합,055-970-7003,경상남도 산청군청,경상남도 산청군,13,"비, 어제보다 3˚ 높아요",60,0.009ppm
338,밤머리재약수터,35.38116596,127.849996,80,2018-11-16,적합,055-970-7003,경상남도 산청군청,경상남도 산청군,13,"비, 어제보다 3˚ 높아요",60,0.009ppm
339,북정약수터,35.360556,129.057551,120,2020-03-20,적합,055-392-5414,양산시 수도과,경상남도 양산시,15,"비, 어제보다 0˚ 높아요",60,0.006ppm
340,신기산성약수터,35.353645,129.057336,100,2020-03-20,적합,055-392-5414,양산시 수도과,경상남도 양산시,15,"비, 어제보다 0˚ 높아요",60,0.006ppm
341,찬물샘약수터,35.467441,128.972175,150,2020-03-20,적합,055-392-5414,양산시 수도과,경상남도 양산시,15,"비, 어제보다 0˚ 높아요",60,0.006ppm
342,천정약수터,35.390703,129.135119,100,2020-03-12,적합,055-392-6063,웅상출장소 도시건설과,경상남도 양산시,15,"비, 어제보다 0˚ 높아요",60,0.006ppm
343,평산공동우물,35.492459,129.070128,120,2020-03-20,적합,055-392-5414,양산시 수도과,경상남도 양산시,15,"비, 어제보다 0˚ 높아요",60,0.006ppm
344,무학산기도원 약수터,35.2093135554,128.54944,250,2018-07-04,적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
345,등나무산장 약수터,35.209625,128.547676,250,2018-07-04,적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
346,밭터 약수터,35.1320294655,128.5723469203,70,2018-07-04,부적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
347,무곡탑 약수터,35.1996374998,128.5431188673,150,2018-07-04,적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
348,만날제 약수터,35.1840426144,128.5483675331,250,2018-07-04,적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
349,자산 약수터,35.2051684755,128.5614943953,300,2018-07-04,적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
350,수발사 약수터,35.1335910008,128.357483527,10,2018-07-04,적합,055-220-4821,창원시 마산합포구,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
351,만수봉약수터,35.253279,128.585596,500,2018-06-07,적합,055-230-4824,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
352,안개약수터,35.2087150341,128.5346371677,50,2018-06-07,적합,055-230-4824,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
353,전안약수터,35.2145317855,128.5054195015,50,2018-06-07,적합,055-230-4824,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
354,구미약수터,35.251527,128.5265871152,150,2018-06-26,적합,055-230-4824,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
355,창신약수터,35.227128,128.599913,200,2018-06-26,적합,055-230-4824,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
356,제2금강산약수터,35.254835,128.5661445591,300,2018-06-07,적합,055-230-4824,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
357,갈미봉 약수터,35.19248,128.6206655836,50,2018-05-03,적합,055-272-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
358,대암산 약수터,35.206575,128.71962459,150,2018-05-03,적합,055-272-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
359,불곡사 약수터,35.21475,128.6997563005,100,2018-05-03,적합,055-272-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
360,성주사 약수터,35.1807424433,128.715057041,100,2018-05-03,적합,055-272-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
361,우곡사약수터,35.2487288824,128.7165003267,60,2018-05-15,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
362,누룩약수터,35.2516682478,128.6362686561,15,2018-05-15,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
363,봉산저수지약수터,35.2752523011,128.6963383257,10,2018-05-16,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
364,천주산입구약수터,35.2723844907,128.6097480708,30,2018-05-15,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
365,천주산약수터,35.2732671733,128.6055517268,60,2018-05-15,부적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
366,태복산2약수터,35.2557082298,128.6528670559,30,2018-05-15,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
367,태복산3약수터,35.258072,128.6569241676,60,2018-05-15,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
368,앤골약수터,35.252069,128.6623272988,30,2018-05-16,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
369,봉림사지약수터,35.258224,128.6788426102,10,2018-05-16,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
370,가마골약수터,35.258143235,128.6612798275,30,2018-05-16,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
371,달천계곡약수터,35.272726,128.599199,80,2018-05-15,부적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
372,용추계곡약수터,35.243869,128.7102435079,40,2018-05-16,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
373,사격장뒤약수터,35.2577312226,128.6874442509,40,2018-05-16,적합,055-212-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
374,도불산 약수터,35.166499,128.6754808165,30,2018-05-01,적합,055-548-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
375,두동 약수터,35.114974,128.802218,70,2018-05-01,적합,055-548-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
376,시루 약수터,35.152986,128.734043,160,2018-05-01,적합,055-548-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
377,자은 하구 약수터,35.151638,128.717792892,40,2018-05-01,적합,055-548-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
378,자은 약수터,35.145948,128.717198,70,2018-05-01,적합,055-548-4821,경상남도 창원시청,경상남도 창원시,15,"비, 어제보다 2˚ 낮아요",60,0.005ppm
379,안정사,34.9436571031,128.3989996264,80,2020-02-07,적합,055-650-6417,경상남도 통영시청,경상남도 통영시,15,"비, 어제보다 1˚ 낮아요",60,0.030ppm
380,원당골,34.8257670287,128.4091768675,80,2020-02-07,적합,055-650-6417,경상남도 통영시청,경상남도 통영시,15,"비, 어제보다 1˚ 낮아요",60,0.030ppm
381,선금산,34.820692332,128.4039486993,80,2020-02-07,적합,055-650-6417,경상남도 통영시청,경상남도 통영시,15,"비, 어제보다 1˚ 낮아요",60,0.030ppm
382,약천,34.8230493258,128.3988350201,80,2020-02-07,적합,055-650-6417,경상남도 통영시청,경상남도 통영시,15,"비, 어제보다 1˚ 낮아요",60,0.030ppm
383,미륵등,34.8139950641,128.4196184172,80,2020-02-07,적합,055-650-6417,경상남도 통영시청,경상남도 통영시,15,"비, 어제보다 1˚ 낮아요",60,0.030ppm
384,백운산약수터,35.5914747031,127.6614701373,100,2019-03-12,적합,055-960-5234,경상남도 함양군청,경상남도 함양군,13,"비, 어제보다 5˚ 높아요",60,0.009ppm
385,상림약수터,35.5264010861,127.7182899723,200,2018-12-05,적합,055-960-5234,경상남도 함양군청,경상남도 함양군,13,"비, 어제보다 5˚ 높아요",60,0.009ppm
386,활터약수터,35.5608640151,128.166778782,75,2016-08-22,적합,055-930-3326,합천군 상하수도사업소,경상남도 합천군,14,"비, 어제보다 3˚ 높아요",60,0.010ppm
387,비봉산 음수대,36.248759,128.298781,200,2018-07-02,적합,054-480-5883,경상북도 구미시청,경상북도 구미시,13,"비, 어제보다 2˚ 높아요",30,0.037ppm
388,천생산 약수터,36.1040431803,128.448097791,500,2018-07-19,적합,054-480-5883,경상북도 구미시청,경상북도 구미시,13,"비, 어제보다 2˚ 높아요",30,0.037ppm
389,진남약수터,36.654516,128.128381,150,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
390,매봉약수터,36.596224,128.182757,70,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
391,조령약수터,36.810011,128.058369,300,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
392,조곡약수터,36.792423,128.064591,400,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
393,마지막골약수터,36.621964179,128.135857118,230,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
394,돈달약수터,36.604458,128.196568,70,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
395,성림약수터,36.6044587,128.196568,80,2019-04-19,적합,054-550-8344,경상북도 문경시청,경상북도 문경시,11,"흐림, 어제보다 0˚ 높아요",0,0.008ppm
396,남장사약수터,36.434171,129.056679,50,2017-03-06,부적합,054-537-8799,상주시청(상하수도사업소),경상북도 상주시,12,"비, 어제보다 2˚ 높아요",10,0.015ppm
397,대전리약수터,36.431265,128.108803,30,2017-03-06,적합,054-537-8799,상주시청(상하수도사업소),경상북도 상주시,12,"비, 어제보다 2˚ 높아요",10,0.015ppm
398,지산리약수터,36.569311,128.144722,30,2017-03-06,부적합,054-537-8799,상주시청(상하수도사업소),경상북도 상주시,12,"비, 어제보다 2˚ 높아요",10,0.015ppm
399,가야산생수정,35.810238,128.326869,100,2020-04-06,적합,054-930-6743,경상북도 성주군 상하수도사업소,경상북도 성주군,13,"비, 어제보다 3˚ 높아요",70,0.002ppm
400,우곡약수터,36.402575,129.379425,10,2020-05-18,부적합,054-730-6366,경상북도 영덕군청,경상북도 영덕군,14,"비, 어제보다 6˚ 높아요",30,0.043ppm
401,초수골약수터(상탕),36.513986,129.338084,30,2020-05-18,적합,054-730-6366,경상북도 영덕군청,경상북도 영덕군,14,"비, 어제보다 6˚ 높아요",30,0.043ppm
402,마당두들약수터,36.584723178,129.2565501863,20,2020-05-18,부적합,054-730-6366,경상북도 영덕군청,경상북도 영덕군,14,"비, 어제보다 6˚ 높아요",30,0.043ppm
403,한실약수터,36.484414,129.347414,15,2020-05-18,부적합,054-730-6366,경상북도 영덕군청,경상북도 영덕군,14,"비, 어제보다 6˚ 높아요",30,0.043ppm
404,지경약수터,36.869985,128.5084285,30,2016-08-10,적합,054-631-3000,경상북도 영주시청,경상북도 영주시,12,"흐림, 어제보다 3˚ 높아요",10,0.015ppm
405,도동약수터,37.4830299482,130.9001521468,95,2019-09-19,부적합,054-790-6347,울릉군 상하수도사업소,경상북도 울릉군,17,"흐림, 어제보다 1˚ 높아요",30,0.058ppm
406,내수전 약수터,37.5097186205,130.9063084939,45,2019-09-19,부적합,054-790-6347,울릉군 상하수도사업소,경상북도 울릉군,17,"흐림, 어제보다 1˚ 높아요",30,0.058ppm
